_5_digit_ntd_id,_4_digit_ntd_id,agency,organization_type,mode,type_of_service,primary_uza_code,primary_uza_name,primary_uza_sq_miles,primary_uza_population,service_area_sq_miles,service_area_population,year,incident_number,incident_date,incident_time,event_type,safety_security,collision_with,property_damage,total_injuries,total_fatalities,number_of_transit_vehicles_involved,number_of_vehicles_involved,location_type,weather,lighting,road_configuration,path_condition,rail_grade_crossing_control,right_of_way_condition,intersection,vehicle_action,action_type,transit_y_n,fuel_type,vehicle_speed,non_rail_transit_vehicle_type,manufacturer,transit_vehicle_rider_fatalities,people_waiting_or_leaving_fatalities,transit_vehicle_operator_fatalities,transit_employee_fatalities,other_worker_fatalities,pedestrian_or_bicyclist_fatalities,pedestrian_in_crosswalk_fatalities,pedestrian_not_in_crosswalk_fatalities,pedestrian_crossing_tracks_fatalities,pedestrian_walking_along_tracks_fatalities,occupant_of_other_vehicle_fatalities,other_fatalities,suicide_fatalities,transit_vehicle_rider_injuries,people_waiting_or_leaveing_injuries,transit_vehicle_operator_injuries,transit_employee_injuries,other_worker_injuries,pedestrian_or_bicyclist_injuries,pederstiran_in_crosswalk_injuries,pedestrian_not_in_crosswalk_injuries,pedestrian_crossing_tracks_injuries,pedestrian_walking_along_tracks_injuries,occupant_of_other_vehicle_injuries,other_injuries,suicide_injuries,intentional_y_n,life_safety_y_n,evacuation_comment,evacuation_location,fire_type,fire_fuel,towed_y_n,other_event_type_description,manufacturer_description,self_evacuation_y_n
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2017,2542107,2017-10-24T00:00:00.000,18:53:00,Non-Rail Collision,SFT,Motor Vehicle,10000,2,0,1,1,Roadway: not a grade crossing or intersection,Raining,Dark,Street,Wet,,Wet,,Going Straight,Other front impact,"Y,N",Compressed natural gas,25,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,"N,Y",,",",
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1492583,2017,2538390,2017-08-30T00:00:00.000,08:45:00,Non-Rail Collision,SFT,Motor Vehicle,8742,1,0,1,3,Roadway: not a grade crossing or intersection,Clear,Daylight,Street,Dry,,Dry,,Going Straight,Rear-ending,"Y,N,N,N",Diesel,30,Transit demand response vehicle,Coach and Equipment Manufacturing Company,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,"N,Y,N,N",,",,,",
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1492583,2017,2538392,2017-09-25T00:00:00.000,09:05:00,Non-Rail Collision,SFT,Motor Vehicle,4563,1,0,1,1,Roadway: not a grade crossing or intersection,Clear,Daylight,Street,Dry,,Dry,,Going Straight,Rear-ended,"Y,N",Diesel,30,Transit demand response vehicle,Coach and Equipment Manufacturing Company,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"Y,N",,",",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2017,2556194,2017-11-09T00:00:00.000,21:20:00,Non-Rail Collision,SFT,Motor Vehicle,3000,0,0,1,1,Roadway: not a grade crossing or intersection,Clear,Dark,Street,Dry,,Dry,,Going Straight,Other front impact,"Y,N",Compressed natural gas,10,Transit: bus,Flyer Industries Ltd (aka New Flyer Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"N,Y",,",",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2017,2556195,2017-11-21T00:00:00.000,11:52:00,Non-Rail Collision,SFT,Motor Vehicle,5000,1,0,1,1,Roadway: not a grade crossing or intersection,Clear,Daylight,Street,Dry,,Dry,,Stopped,Rear-ended,"Y,N",Compressed natural gas,0,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,"N,N",,",",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2017,2556197,2017-11-27T00:00:00.000,18:58:00,Non-Rail Collision,SFT,Person,0,1,0,1,0,Roadway: not a grade crossing or intersection,Clear,Dark,Street,Dry,,Dry,,Going Straight,Other front impact,Y,Compressed natural gas,10,Transit: bus,Flyer Industries Ltd (aka New Flyer Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,N,,,
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2017,2572117,2017-12-01T00:00:00.000,05:37:00,Non-Rail Collision,SFT,Motor Vehicle,5000,1,0,1,1,Roadway: intersection,Cloudy,Dark,Intersection or grade crossing,Wet,Not applicable,Wet,No control device / indivisual / sign,Going Straight,Other front impact,"Y,N",Compressed natural gas,25,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"N,Y",,",",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2017,2572118,2017-12-04T00:00:00.000,18:32:00,Non-Rail Collision,SFT,Motor Vehicle,10000,1,0,1,2,Roadway: not a grade crossing or intersection,Clear,Dark,Street,Dry,,Dry,,Changing lanes,Sideswipe,"Y,N,N",Compressed natural gas,22,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,"N,Y,Y",,",,",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2017,2577422,2017-12-30T00:00:00.000,08:16:00,Non-Rail Collision,SFT,Motor Vehicle,10000,1,0,1,1,Roadway: intersection,Snowing / sleeting,Daylight,Intersection or grade crossing,Snow / slush,Not applicable,Snow / slush,Trafic Signal,Going Straight,Other front impact,"Y,N",Diesel,30,Transit demand response vehicle,Ford Motor Corporation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,"Y,Y",,",",
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1492583,2017,2607847,2017-09-29T00:00:00.000,08:55:00,Non-Rail Collision,SFT,Motor Vehicle,6723,3,0,1,1,Bus Stop,Clear,Daylight,Street,Dry,,Dry,,Stopped,Other rear impact,"Y,N",Hybrid Diesel,0,Transit: bus,New Flyer of America,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"N,N",,",",
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1492583,2017,2610487,2017-11-27T00:00:00.000,18:55:00,Non-Rail Collision,SFT,Person,5146,2,0,1,0,Other,Clear,Dark,Private property,Dry,,Dry,,Making a left turn,Other front impact,Y,Diesel,15,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,,N,,,
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1492583,2017,2611789,2017-11-14T00:00:00.000,18:37:00,Non-Rail Collision,SFT,Motor Vehicle,2455,1,0,1,1,Bus Stop,Cloudy,Dark,Street,Dry,,Dry,,Stopped,Side Impact,"Y,N",Diesel,0,Transit: bus,Gillig Corporation,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"N,N",,",",
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1492583,2017,2611790,2017-11-14T00:00:00.000,07:46:00,Non-Rail Collision,SFT,Motor Vehicle,5476,1,0,1,1,Roadway: not a grade crossing or intersection,Cloudy,Daylight,Street,Dry,,Dry,,Going Straight,Rear-ended,"Y,N",Diesel,10,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"N,N",,",",
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1492583,2017,2610593,2017-12-20T00:00:00.000,12:25:00,Non-Rail Collision,SFT,Motor Vehicle,3650,2,0,1,1,Roadway: not a grade crossing or intersection,Clear,Daylight,Street,Dry,,Dry,,Going Straight,Side Impact,"Y,N",Diesel,35,Transit demand response vehicle,Coach and Equipment Manufacturing Company,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"N,N",,",",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2018,2621801,2018-01-10T00:00:00.000,16:28:00,Non-Rail Collision,SFT,Motor Vehicle,2000,2,0,1,1,Roadway: intersection,Clear,Daylight,Intersection or grade crossing,Dry,Not applicable,Dry,Trafic Signal,Going Straight,Sideswipe,"Y,N",Compressed natural gas,10,Transit: bus,Flyer Industries Ltd (aka New Flyer Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"N,N",,",",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2018,2622022,2018-01-19T00:00:00.000,18:20:00,Non-Rail Collision,SFT,Motor Vehicle,1000,1,0,1,1,Roadway: intersection,Clear,Dark,Intersection or grade crossing,Dry,Not applicable,Dry,Trafic Signal,Going Straight,Other front impact,"Y,N",Compressed natural gas,3,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"N,N",,",",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2018,2622127,2018-01-23T00:00:00.000,15:54:00,Non-Rail Collision,SFT,Motor Vehicle,5000,1,0,1,2,Bus Stop,Cloudy,Daylight,Street,Wet,,Wet,,Stopped,Rear-ended,"Y,N,N",Compressed natural gas,0,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,"N,N,N",,",,",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2018,2622189,2018-01-25T00:00:00.000,08:11:00,Non-Rail Collision,SFT,Motor Vehicle,10000,3,0,1,2,Roadway: not a grade crossing or intersection,Clear,Daylight,Street,Dry,,Dry,,Changing lanes,Rear-ending,"Y,N,N",Compressed natural gas,30,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,"N,Y,Y",,",,",
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1492583,2017,2632581,2017-12-30T00:00:00.000,09:50:00,Non-Rail Collision,SFT,Motor Vehicle,4553,1,0,1,1,Roadway: intersection,Clear,Daylight,Intersection or grade crossing,Dry,Not applicable,Dry,Trafic Signal,Stopped,Rear-ended,"Y,N",Diesel,0,Transit: bus,Arboc Mobility LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"N,N",,",",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2018,2644104,2018-02-28T00:00:00.000,08:40:00,Non-Rail Collision,SFT,Motor Vehicle,1000,1,0,1,1,Roadway: not a grade crossing or intersection,Clear,Daylight,Street,Dry,,Dry,,Stopped,Rear-ended,"Y,N",Diesel,0,Transit demand response vehicle,Ford Motor Corporation,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"N,N",,",",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2018,2643446,2018-02-01T00:00:00.000,07:57:00,Non-Rail Collision,SFT,Motor Vehicle,10000,2,0,1,3,Roadway: not a grade crossing or intersection,Cloudy,Daylight,Street,Dry,,Dry,,Going Straight,Rear-ending,"Y,N,N,N",Compressed natural gas,10,Transit: bus,Flyer Industries Ltd (aka New Flyer Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,,,,,"N,N,N,N",,",,,",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2018,2644101,2018-02-05T00:00:00.000,10:50:00,Non-Rail Collision,SFT,Motor Vehicle,0,3,0,1,1,Roadway: not a grade crossing or intersection,Clear,Daylight,Street,Dry,,Dry,,Going Straight,Rear-ending,"Y,N",Compressed natural gas,1,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,,,,,,"N,N",,",",
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1492583,2018,2658287,2018-01-24T00:00:00.000,14:18:00,Non-Rail Collision,SFT,Motor Vehicle,9573,1,0,1,1,Roadway: intersection,Clear,Daylight,Intersection or grade crossing,Dry,Not applicable,Dry,Stop sign,Going Straight,Side Impact,"Y,N",Diesel,20,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,"N,Y",,",",
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1492583,2018,2658285,2018-01-03T00:00:00.000,15:45:00,Non-Rail Collision,SFT,Motor Vehicle,2997,1,0,1,1,Roadway: not a grade crossing or intersection,Clear,Sun in eyes of other vehicle operator,Street,Dry,,Dry,,Stopped,Rear-ended,"Y,N",Diesel,0,Transit demand response vehicle,Coach and Equipment Manufacturing Company,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"N,N",,",",
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1492583,2018,2658291,2018-02-04T00:00:00.000,19:40:00,Non-Rail Collision,SFT,Motor Vehicle,8765,1,0,1,3,Roadway: not a grade crossing or intersection,Clear,Dark,Street,Dry,,Dry,,Making a left turn,Side Impact,"Y,N,N,N",Diesel,10,Transit demand response vehicle,Coach and Equipment Manufacturing Company,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,"N,Y,N,N",,",,,",
20071,2071,Town of Huntington,"City, County or Local Government Unit or Department of Transportation",MB,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,93,204240,2018,2666336,2018-02-02T00:00:00.000,06:55:00,Non-Rail Collision,SFT,Motor Vehicle,13149,3,0,1,1,Bus Stop,Clear,Dark,Street,Dry,,Dry,,Stopped,Rear-ended,"Y,N",Diesel,0,Transit: bus,Arboc Mobility LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"N,Y",,",",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2018,2667184,2018-03-16T00:00:00.000,06:40:00,Non-Rail Collision,SFT,Motor Vehicle,5000,1,0,1,1,Bus Stop,Clear,Twilight,Street,Dry,,Dry,,Stopped,Rear-ended,"Y,N",Compressed natural gas,0,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,"N,Y",,",",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2018,2667188,2018-03-19T00:00:00.000,19:15:00,Non-Rail Collision,SFT,Motor Vehicle,10000,1,0,1,1,Roadway: not a grade crossing or intersection,Clear,Dark,Street,Dry,,Dry,,Going Straight,Other front impact,"Y,N",Compressed natural gas,30,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"Y,Y",,",",
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1492583,2018,2668877,2018-01-02T00:00:00.000,08:37:00,Non-Rail Collision,SFT,Motor Vehicle,6983,1,0,1,1,Roadway: not a grade crossing or intersection,Clear,Daylight,Street,Dry,,Dry,,Stopped,Rear-ended,"Y,N",Diesel,0,Transit demand response vehicle,Coach and Equipment Manufacturing Company,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,"Y,N",,",",
20071,2071,Town of Huntington,"City, County or Local Government Unit or Department of Transportation",MB,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,93,204240,2018,2667868,2018-02-16T00:00:00.000,14:50:00,Non-Rail Collision,SFT,Motor Vehicle,3229,1,0,1,1,Roadway: intersection,Raining,Daylight,Intersection or grade crossing,Wet,Not applicable,Wet,No control device / indivisual / sign,Stopped,Rear-ended,"Y,N",Diesel,0,Transit: bus,Arboc Mobility LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"N,N",,",",
20071,2071,Town of Huntington,"City, County or Local Government Unit or Department of Transportation",MB,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,93,204240,2018,2667869,2018-03-23T00:00:00.000,17:36:00,Non-Rail Collision,SFT,Motor Vehicle,760,1,0,1,1,Bus Stop,Clear,Daylight,Street,Dry,,Dry,,Stopped,Rear-ended,"Y,N",Diesel,0,Transit: bus,Arboc Mobility LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"N,N",,",",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2018,2683037,2018-04-12T00:00:00.000,18:54:00,Non-Rail Collision,SFT,Motor Vehicle,2000,1,0,1,1,Roadway: intersection,Clear,Twilight,Intersection or grade crossing,Dry,Not applicable,Dry,Trafic Signal,Going Straight,Other front impact,"Y,N",Compressed natural gas,1,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,"N,N",,",",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2018,2683038,2018-04-21T00:00:00.000,16:34:00,Non-Rail Collision,SFT,Motor Vehicle,10000,1,0,1,2,Roadway: not a grade crossing or intersection,Clear,Daylight,Street,Dry,,Dry,,Stopped,Other front impact,"Y,N,N",Compressed natural gas,0,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,"N,N,Y",,",,",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2018,2683967,2018-04-28T00:00:00.000,14:00:00,Assault,SEC,,0,1,0,0,0,In or on vehicle,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Y,,,,,,,,,
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1492583,2018,2683205,2018-03-15T00:00:00.000,11:05:00,Non-Rail Collision,SFT,Motor Vehicle,3710,1,0,1,1,Roadway: intersection,Clear,Daylight,Intersection or grade crossing,Dry,Not applicable,Dry,Stop sign,Going Straight,Side Impact,"Y,N",Diesel,20,Transit: bus,Arboc Mobility LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,"N,Y",,",",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2018,2702977,2018-05-22T00:00:00.000,08:54:00,Non-Rail Collision,SFT,Motor Vehicle,15000,1,0,1,1,Roadway: not a grade crossing or intersection,Cloudy,Daylight,Street,Dry,,Dry,,Going Straight,Rear-ending,"Y,N",Diesel,5,Transit demand response vehicle,Ford Motor Corporation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,"Y,Y",,",",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2018,2702975,2018-05-03T00:00:00.000,17:27:00,Non-Rail Collision,SFT,Motor Vehicle,8000,1,0,1,2,Roadway: intersection,Clear,Daylight,Intersection or grade crossing,Dry,Not applicable,Dry,Trafic Signal,Going Straight,Side Impact,"Y,N,N",Compressed natural gas,5,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,"N,N,N",,",,",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2018,2702976,2018-05-11T00:00:00.000,07:37:00,Non-Rail Collision,SFT,Motor Vehicle,10000,3,0,1,1,Roadway: intersection,Clear,Daylight,Intersection or grade crossing,Dry,Not applicable,Dry,Stop sign,Going Straight,Other front impact,"Y,N",Compressed natural gas,20,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"N,N",,",",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2018,2702978,2018-05-25T00:00:00.000,10:51:00,Non-Rail Collision,SFT,Motor Vehicle,10000,3,0,1,1,Bus Stop,Clear,Daylight,Street,Dry,,Dry,,Stopped,Rear-ended,"Y,N",Compressed natural gas,0,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,,,,,,,"N,Y",,",",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2018,2702980,2018-05-31T00:00:00.000,16:38:00,Non-Rail Collision,SFT,Motor Vehicle,5000,1,0,1,1,Roadway: intersection,Cloudy,Daylight,Intersection or grade crossing,Wet,Not applicable,Wet,Trafic Signal,Making a left turn,Sideswipe,"Y,N",Compressed natural gas,3,Transit: bus,New Flyer of America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,"N,Y",,",",
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1492583,2018,2707392,2018-04-11T00:00:00.000,06:40:00,Non-Rail Collision,SFT,Motor Vehicle,6512,1,0,1,1,Roadway: intersection,Clear,Daylight,Intersection or grade crossing,Dry,Not applicable,Dry,Stop sign,Going Straight,Side Impact,"Y,N",Diesel,35,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,"N,Y",,",",
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1492583,2018,2707395,2018-04-16T00:00:00.000,16:20:00,Non-Rail Collision,SFT,Person,0,1,0,1,0,Bus Stop,Clear,Daylight,Private property,Dry,,Dry,,Making a stop,Side Impact,Y,Diesel,5,Transit demand response vehicle,Coach and Equipment Manufacturing Company,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,N,,,
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1492583,2018,2710886,2018-04-05T00:00:00.000,10:15:00,Non-Rail Collision,SFT,Motor Vehicle,2986,1,0,1,1,Roadway: not a grade crossing or intersection,Clear,Daylight,Street,Dry,,Dry,,Going Straight,Rear-ended,"Y,N",Diesel,25,Transit demand response vehicle,Coach and Equipment Manufacturing Company,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,"N,Y",,",",
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1492583,2018,2710887,2018-04-18T00:00:00.000,14:54:00,Non-Rail Collision,SFT,Motor Vehicle,6311,1,0,1,1,Roadway: intersection,Clear,Daylight,Intersection or grade crossing,Dry,Not applicable,Dry,Trafic Signal,Going Straight,Side Impact,"Y,N",Diesel,30,Transit demand response vehicle,Coach and Equipment Manufacturing Company,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,"N,N",,",",
